"museumid","sitename","vesselname","protected","origin","launchedy","periodc","vesseltype","purpose","propulsion","lengthm","beamm","tonnagebrt","physicaldescription","biography","wrecked","latitude","longitude","locationdescription","shipwreckingcause","shipwreckingy","depthm","toponym","locationtype","storyofshipwrecking","discoveryy","storyofdiscovery","objectsrecovered","text"
3160,"Maria","Maria","no","Soome",NA,"20. sajand","kaljas",NA,"mootorpurjekas",NA,NA,NA,NA,"15.10.1944 - laevahukk","yes",NA,NA,"Osmussaarest N pool","suurtukituli",1944,NA,"Osmussaar","saarelahedane","Uputati Saksa allveelaeva U-481 poolt suurtukitulega teel Eestist Hangosse Osmussaarest N pool 15.10.1944.a.",NA,"Leidmata","no","Maria (5) Raj. III -   , Soome mootorpurjekas (kaljas) uputati Saksa allveelaeva U-481 poolt suurtukitulega teel Eestist Hangosse Osmussaarest N pool 15.10.1944.a. Leidmata. (A92 lk.369 B Moisio)"
3168,"Nobe","Nobe","no",NA,"1915","20. sajand","kaljas",NA,"purjelaev","16.9","5.41","37.15",NA,"1915 - ehitamine 1942-1944 - arvatav laevahukuaeg","yes",NA,NA,"Paldiski lahistel","torm",1942,NA,"Paldiski","rannikulahedane","Hukkus Paldiski lahistel tormis 1942-44.",NA,NA,"no","Nobe, Raj. III -   , purjelaev (kaljas?) 37,15 BRT, ehit. 1915, L=16,9 m  B=5,41 m, hukkus Paldiski lahistel tormis 1942-44 (?)."
29,"Rauha","Rauha","no","Soome","1917","20. sajand","kaljas",NA,"mootorpurjekas","20.75","5.93","44.15",NA,"1917 - ehitamine, Soome 05.10.1944 - laevahukk","yes",NA,NA,"Saaremaa rannikul",NA,1944,NA,"Saaremaa","rannikulahedane","Uputati suurtukitulega sakslaste poolt Saaremaa rannikul 5.10.1944.a. Asukoht teadmata.",NA,"Asukoht teadmata","no","Rauha, Raj. ?, Soome mootorpurjekas (kaljas)  44,15 BRT, ehit. 1917.a. Soomes, L=20,75 m  B=5,93 m. Uputati suurtukitulega sakslaste poolt Saaremaa rannikul 5.10.1944.a. Asukoht teadmata. (A92 lk.370 B Moisio)"
31,"Sovinto","Sovinto","no","Soome","1899","19. sajand","kaljas",NA,NA,"18.2","5.4","34",NA,"1899 - ehitamine, Bjorko, Soome 09.10.1944 - laevahukk","yes",NA,NA,"Osmussaare ja Haapsalu vahelisel alal","karilesoit",1944,NA,"Osmussaar-Haapsalu","kari","Hukkus Osmussaare ja Haapsalu vahelisel alal karil 9.10.1944.a.",NA,"Leidmata","no","Sovinto, Raj. ?, Soome purjekas (kaljas)  34 BRT, ehit. 1899.a. Bjorkos, L=18,20 m  B=5,40 m. Hukkus Osmussaare ja Haapsalu vahelisel alal karil 9.10.1944.a. Leidmata. (A92 lk.370 B Moisio)"
589,"Sundsvall","Sundsvall","no","Soome",NA,"20. sajand","kaljas",NA,"mootorpurjekas",NA,NA,"52",NA,"11. voi 19.10.1944 - laevahukk","yes",NA,NA,"Vormsi SW rannikul",NA,1944,NA,"Vormsi","saarelahedane","Hukkus Vormsi SW rannikul (19?)11.10.1944.a.",NA,"Asukoht teadmata","no","Sundsvall, Raj. V -   , Soome mootorpurjekas (kaljas)  52 BRT, hukkus Vormsi SW rannikul (19?)11.10.1944.a.  Saatus teadmata. (A92 lk.370 B Moisio)"
38,"Urho","Urho","no","Soome",NA,"20. sajand","kaljas",NA,"mootorpurjekas",NA,NA,"39",NA,"05.10.1944 - laevahukk","yes",NA,NA,"Saaremaa rand","tulekahju",1944,NA,"Saaremaa","rannikulahedane","Hukkus Saaremaa rannas (poles ara) 5.10.1944.a.",NA,"Asukoht teadmata","no","Urho, Raj. ?, Soome mootorpurjekas (kaljas) 39 BRT, hukkus Saaremaa rannas (poles ara) 5.10.1944.a.  Asukoht teadmata. (A 92 lk.370 B Moisio)"
2545,"Virve","Virve","no","Lati","1901","20. sajand","kaljas",NA,NA,"30.16","8.34","213",NA,"1901 - ehitamine, Ventspils, Lati 1946 - uputamine","yes",NA,NA,"Tallinna vana kalasadam","uputamine",1946,NA,"Tallinna vana kalasadam","sadam","1946.a. sugisel uputati Tallinna Vana Kalasadama valismuuli pikenduseks.",NA,NA,"no","Virve (ex Arius), Raj. II -   , kaljas, 213 BRT, ehit. 1901.a. Ventspilsis, L=30,16 m  B=8,34 m. 1946.a. sugisel uputati Tallinna Vana Kalasadama valismuuli pikenduseks.(A195 lk.70)"
6218,"Norden","Norden","no","Taani","1907","20. sajand","kuunar",NA,"mootorpurjekas","36.33","8.59","250","Kolmemastiline kuunar","1907 - ehitamine, Taani 09.11.1939 - laevahukk","yes",NA,NA,"Saaremaal Karala rannas Rooparahu kividel","karilesoit",1939,NA,"Karala","rannikulahedane","Hukkus Saaremaal Karala rannas Rooparahu kividel 09.11.1939.a.",NA,"Leidmata","no","Norden, Raj. VI -   , mootorpurjekas, 3-e mastiline kuunar, 250 BRT, ehit. 1907.a. Taanis. L=36,33 m  B=8,59 m, hukkus Saaremaal Karala rannas Rooparahu kividel 09.11.1939.a. (Omanik Julius Tear) Vrakijaanused leidmata. (A29, foto)"
587,"Sandelina","Sandelina","no","Rootsi","1857","19. sajand","kuunar",NA,NA,NA,NA,NA,"Mahutavus 118 lasti","1857 - ehitamine, Hammarland, Rootsi 1862 - laevahukk","yes",NA,NA,"Viirelaid","randumine",1862,NA,"Viirelaid","saarelahedane","Jooksis 1862. aastal Viielaiu randa.",NA,NA,"no","Sandelina, Raj. V -   , Rootsi kuunar, ehit. 1857.a. Hammarlandis, mahutavus 118 lasti, jooksis 1862.a. Viirelaiu randa. (A206 lk. 790)"
18,"Labora","Labora","no","Rootsi","1856","19. sajand","kuunar",NA,NA,NA,NA,NA,"Mahutavus 120 lasti","1856 - ehitamine, Eckero, Rootsi 1864 - laevahukk","yes",NA,NA,"Naissaar",NA,1864,NA,"Naissaar","saarelahedane","Hukkus Naissaare juures 1864.a. Asukoht teadmata,",NA,"Leidmata","no","Labora, Raj.II/III- ?, Rootsi kuunar, ehit. 1856.a. Eckeros, 120 lasti, hukkus Naissaare juures 1864.a. Asukoht teadmata, leidmata.(A206 lk.784)"
341,"Dietrich Hasseldiek","Dietrich Hasseldiek","no","Saksamaa","1911","20. sajand","kuunar",NA,"mootorlaev","27.67","6.54","138","Mitu korda umber ehitatud, peamasin 100 HJ diiselmootor, kiirus 5-7 solme, laev katsetas mitmesugust sojatehnikat. Kandevoime 325 t.","1911 - ehitamine, Saksamaa 11.01.1940 - laevahukk","yes",59.4444560697606,23.8857246764928,"6 miili kaugusel Pakri majakast","miin",1940,NA,"Paldiski","rannikulahedane","Hukkus Soome allveelaeva Vesihiisi pandud miinil Paldiski lahistel 11.jaan.1940. Venelaste andmeil hukkus laev 6 miili kaugusel Pakri majakast. Meeskonnas 7, hukkus kaks, viis meest tulid labi jaa kaldale.",NA,"Leitud kaks voimalikku vrakki. Identifitseerimata.","no","Dietrich Hasseldiek (ex Etzel), Raj. III -  , Saksa mootorkuunar, ehit.1911 Saksamaal, 138 brt, kandevoime 325 t, L=27,67 m B=6,54 m, mitu korda umber ehitatud, peamasin 100 HJ diiselmootor, kiirus 5-7 solme, laev katsetas mitmesugust sojatehnikat, hukkus Soome allveelaeva Vesihiisi pandud miinil Paldiski lahistel 11.jaan.1940.a. Venelaste andmeil hukkus laev 6 miili kaugusel Pakri majakast. Meeskonnas 7 hukkus kaks, viis meest tulid labi jaa kaldale. Leitud kaks voimalikku vrakki. Identifitseerimata. (A231 lk.19, Groner VIII osa, lk 246-247) sonari pildid ja tuukrite joonis uhest voimalikust vrakist)"
610,"Mihkel","Mihkel","no","USA","1921","20. sajand","kuunar",NA,"purjelaev","71.39","12.59","1639","Neljamastiline kahvelkuunar","1921 - ehitamine, Maine, Booth Harbour, USA 1941 - randumine Paljassaares, paastmine ja kasutuselevott Saksa merevaes 23.01.1944 - laevahukk","yes",58.5336352953784,21.1666047314879,"Laanemeri","torm",1944,NA,"Laanemeri","avameri","Hukkus Laanemerel tormis 23.01.1944. aastal.",NA,"Leidmata","no","Mihkel (ex Josiah B.Chase), Raj. VI -  , purjelaev, neljamastiline kahvelkuunar, 1639 BRT, ehit. 1921.a. USA-s, Maine, Booth Harbour. pikkus 71,39 m; laius 12,59 m. 1941.aastal randus Paljassaares, paasteti ja voeti Saksa merevaes kasutusele. Hukkus Laanemerel tormis 23.01.1944. aastal. Leidmata. Vt.ka Mihkel (2) (A127)"
8,"Alma","Alma","no","Rootsi","1869","19. sajand","kuunar",NA,NA,NA,NA,"226 nrt",NA,"1869 - ehitamine, Kristinestad 1892 - arvatav laevahukuaeg","yes",NA,NA,"Naissaare rand","randumine",1892,NA,"Naissaar","rannikulahedane","Soitis Naissaare randa 1892(?)",NA,"Vrakijaanused leidmata.","no","Alma, Raj. ?, Rootsi kuunar, ehitatud Kristinestadis 1869.a., 226 NRT, Soitis Naissaare randa 1892(?). Vrakijaanused leidmata. (A206 lk.768)"
6208,"Kaitsja","Kaitsja","no",NA,NA,"19. sajand","kuunar",NA,NA,NA,NA,NA,NA,"1893 - arvatav laevahukuaeg","yes",NA,NA,"Vilsandi karid. Praegune asukoht teadmata","karilesoit",1893,NA,"Vilsandi saar","kari","hukkus Vilsandi karidel, teel tursalastiga Murmanskist Peterburi. Asukoht teadmata.",NA,"Asukoht teadmata","no","Kaitsja, Raj. VI -  , kuunar, 1893.a., hukkus Vilsandi karidel, teel tursalastiga Murmanskist Peterburi. Asukoht teadmata. (A93)"
593,"Veha","Veha","no","Inglismaa","1857","19. sajand","kuunar",NA,"mootorlaev","39.62","6.09","180",NA,"1857 - ehitamine, Inglismaa 11.11.1868 - karilesoit veebruar 1869 - laevahukk","yes",NA,NA,"Viirelaiu all","karilesoit, jaa",1869,NA,"Viirelaid","saarelahedane","Soitis kividele Viirelaiu all 11.11.1868.a., 1869.a. veebruaris triivis koos jaaga minema ja uppus. Asukoht teadmata.",NA,"Asukoht teadmata","no","Veha, Raj. V -   , mootorkuunar, 180 BRT, ehit. Inglismaal 1857.a., L=39,62 m  B=6,09 m, soitis kividele Viirelaiu all 11.11.1868.a., 1869.a. veebruaris triivis koos jaaga minema ja uppus. Asukoht teadmata. (A8 lk.41)"
2388,"Kaleva","Kaleva","no","Soome",NA,"20. sajand","lennuk",NA,NA,NA,NA,NA,"Junkers 52/3m","1939 - allatulistamine, Soome laht 1999 - lennuki otsimine 2003-2006 - lennuki otsimine","yes",NA,NA,"Keri saarest 5 miili N pool","allatulistamine",1939,NA,"Keri","saarelahedane","Tulistati Vene havitajate poolt alla 1939.a.",NA,"Otsiti Soome Lennundusmuuseumi ja Eesti Meremuuseumi vahelises koostoos aastail 1999, 2003-2006. Positiivset resultaati ei ole.","no","Kaleva, Raj. II -  , Soome reisilennuk (Junkers 52/3m) Keri saarest 5 miili N pool. Tulistati Vene havitajate poolt alla 1939.a. Otsiti Soome Lennundusmuuseumi ja Eesti Meremuuseumi vahelises koostoos aastail 1999, 2003-2006. Positiivset resultaati ei ole. Vajab taiendavat uurimist. (A289, A345 lk.226-234; B Koppelman, joonis, sonari pilt, foto)"
124,"Lefort","Lefort","no","Venemaa","1833","19. sajand","liinilaev",NA,NA,"59.74","15.24",NA,"84 suurtukiga liinilaev","1833-1835 - ehitamine, Peterburi Uus Admiraliteet 1835 - liitumine Balti laevastikuga  - osalemine Krimmi sojas 10.09.1857 (vkj) - laevahukk, Suur-Tutarsaare lahistel 04.05.2003 - avastamine","yes",59.9349722402945,27.1809673791137,"Suur-Tutarsaarest 5 miili pohja pool, Vene Foderatsiooni merealal","torm",1857,"70","Suur-Tutarsaar","saarelahedane","Hukkus tormis","2013","Vrakk leiti 5 miili Suur-Tutarsaarest N pool 70 m sugavuselt 4.mail 2013. aastal","no","Lefort, Raj. I -  , Vene 84 suurtukiga liinilaev, ehit. 1833-1835 Peterburi Uues Admiraliteedis, L=59,74 m  B=15,24 m, veevaljasurve 3500 t, Balti laevastikus  1835.a. Osales Krimmi sojas. Hukkus tormis Suur-Tutarsaare lahistel vkj.10.9.1857.a. (ukj. 22.9.1857) Hukkus kogu meeskond: komandor, 12 ohvitaeri, 743 madrust, 53 madruste naist, 17 last – kokku 826 inimest.  Asub Vene Foderatsiooni merealal. Vrakk leiti 5 miili Suur-Tutarsaarest N pool 70 m sugavuselt 4.mail 2013. aastal(A5 lk.64 A211 lk.25-26 A439)"
2453,"Kalinin","Kalinin","no",NA,NA,"20. sajand","miiniristleja",NA,NA,"107.1","9.4",NA,"Eskaadri miiniristleja (havitaja)","28.08.1941 - laevahukk, Juminda miinivali","yes",NA,NA,"Juminda miinivali, arvatavalt Pedassaare meridiaan",NA,1941,NA,"Juminda miinivali","miinivali","Hukkus Juminda miinivaljal 28.08.1941",NA,"Leidmata","no","Kalinin (ex Izjaslav), Raj. II -  , eskaadri miiniristleja (havitaja), veevaljasurve 1538 tonni, pikkus 107,10 meetrit, laius 9,40 meetrit, hukkus Juminda miinivaljal, arvatavalt Pedassaare meridiaanil 28. augustil 1941.a. Leidmata. (A1; A324)"
2546,"Volodarski","Volodarski","no",NA,NA,"20. sajand","miiniristleja",NA,NA,"98","9.3",NA,"Eskaadri miiniristleja (havitaja), ORFEI-klass","28.08.1941 - laevahukk, Juminda miinivali","yes",NA,NA,"Juminda miinivali",NA,1941,NA,"Juminda miinivali","miinivali","Hukkus Juminda miinivaljal 28.08.1941",NA,"Leidmata","no","Volodarski,(ORFEI klass), Raj. II -  , eskaadri miiniristleja (havitaja), veevaljasurve 1538 t, pikkus 98,00 meetrit, laius 9,30 meetrit, hukkus Juminda miinivaljal 28.augustil 1941.a. Leidmata. (A1; A324)"
2516,"Skoroi","Skoroi","no",NA,NA,"20. sajand","miiniristleja",NA,NA,"112.5","10.2","2529","Eskaadrimiiniristleja (havitaja)","28.08.1941 - laevahukk, Juminda miinivali","yes",NA,NA,"Juminda miinivali",NA,1941,NA,"Juminda miinivali","miinivali","Murdus pooleks (?) ja uppus Juminda miinivaljal 28.08.1941",NA,"Leidmata","no","Skoroi, Raj. II -   , eskaadrimiiniristleja (havitaja), veevaljaurve 2529 t, pikkus 112,50 meetrit, laius 10,20 meetrit, meeskond 267, murdus pooleks (?) ja hukkus Juminda miinivaljal 28. augustil 1941.a. Leidmata. (A1; A324)"
2245,"Surovoi","Surovoi","no","Venemaa",NA,"20. sajand","miiniristleja",NA,NA,"113.5","10.2",NA,"Vene kahe korstnaga Storozevoi klassi eskaadri-miiniristleja (havitaja).","14.10.1941 - laevahukk, Juminda miinivali 2009 - leidmine ja identifitseerimine","yes",59.7804820307129,25.1987431722829,"Juminda miinivali","miinivali",1941,NA,"Juminda miinivali","miinivali","Hukkus teekonnal Suursaarelt Hankosse Juminda miinivaljal 14. oktoobril 1941.a.","2009","Leitud Saksa miinitokkelt D46 ja identifitseeritud 2009.a.","no","Surovoi, Raj. II - , Vene kahe korstnaga Storozevoi klassi eskaadri-miiniristleja (havitaja), hukkus teekonnal Suursaarelt Hankosse Juminda miinivaljal 14. oktoobril 1941.a. Leitud Saksa miinitokkelt D46 ja identifitseeritud 2009.a. Laeva pikkus 113,5 ja laius 10,2 meetrit. (A324)"
3175,"Smetlivoi","Smetlivoi","no","Venemaa","1936","20. sajand","miiniristleja",NA,NA,"112.8","10.2",NA,"Vene uhe korstnaga Gnevnoi klassi eskaadri-miiniristleja","1936-1937 - ehitamine august 1941 - osalemine laevastiku evakuatsioonil Tallinnast Kroonlinna november 1941 - osalemine Hanko merevaebaasi evakueerimisel 05.11.1941 - laevahukk","yes",NA,NA,"Naissaarest NW suunas, Gorbetha miinitokkel","miin",1941,NA,"Naissaar","saarelahedane","Hukkus 5.11.1941.a. Saksa meremiinidel Naissaarest NW suunas, Gorbetha miinitokkel.","2010","Leitud 2010.a. Nordstream torujuhtme uuringu kaigus Soome merealal.","no","Smetlivoi, Raj. III - , Vene uhe korstnaga Gnevnoi klassi eskaadri-miiniristleja, pr.7. ehit.1936-37. Pikkus 112,8 ja laius 10,2 meetrit. Meeskond 236-251. Osales 1941.a. augustis laevastiku evakuatsioonil Tallinnast Kroonlinna ja 1941.a. novembris Hanko merevaebaasi evakueerumisel. Hukkus 5.11.1941.a. Saksa meremiinidel Naissaarest NW suunas, Gorbetha miinitokkel. Leitud 2010.a. Nordstream torujuhtme uuringu kaigus Soome merealal. (sonari pilt gaasitrassi aruandes)"
4173,"Gnevnoi","Gnevnoi","no","Venemaa",NA,"20. sajand","miiniristleja",NA,NA,"112.8","10.2",NA,"Uhe korstnaga havitaja, eskaadri miiniristleja, projekt 7","1941 - laevahukk","yes",NA,NA,"Apolda miinivali. Praegune asukoht teadmata.","miinivali",1941,NA,"Apolda miinitoke","miinivali","Hukkus ""Apolda"" miinivaljal 1941.a. Moningail andmeil uppus ainult laeva vooriosa, ahter triivis eemale, ja selle saatus on teadmata.",NA,"Asukoht teadmata","no","Gnevnoi, Raj. IV -  , Vene uhe korstnaga havitaja (eskaadri miiniristleja, projekt 7), veevaljasurve 2402 tonni, pikkus 112,8 m, laius 10,2 m, meeskond 236-251, hukkus ""Apolda"" miinivaljal 1941.a. Moningail andmeil uppus ainult laeva vooriosa, ahter triivis eemale, ja selle saatus on teadmata. (A1, A221)"
193,"Toila vrakk 7",NA,"no","Saksamaa ?",NA,"20. sajand","miinitraaler",NA,NA,NA,NA,NA,"Arvatavalt Saksa M-tuupi miinitraaleri vrakk","II maailmasoda - arvatav laevahukuaeg","yes",NA,NA,NA,NA,1939,"40","Toila","rannikulahedane",NA,NA,NA,"no","Toila vrakk 7, Raj. I -   , arvatavalt Saksa M tuupi miinitraaleri vrakk. Lebab 40 m sugavusel, kaheks osaks murdununa, pohi pusti. Vraki umber kolm Saksa meremiini. Hukkunud ilmselt II maailmasoja ajal. (A 69,92 B Peremees, vraki skits, miinide fotod)"
184,"Saksa vrakk",NA,"no","Saksamaa",NA,"20. sajand","miinitraaler",NA,NA,NA,NA,NA,"Miinitraaleri ahtriosa","1944 - laevahukk","yes",NA,NA,NA,"miin",1944,NA,NA,NA,"Hukkunud miinil 1944. aastal",NA,"Identifitseerimata","no","Saksa vrakk, Raj. I -   , Saksa T miinitraaleri ahtriosa, hukkunud miinil 1944. aastal. Identifitseerimata. (leitud, A92, B Barinov)"
4160,"Ilja Muromets","Ilja Muromets","no","Venemaa","1910","20. sajand","miinitraaler",NA,"aurulaev",NA,NA,NA,"Traaler, endine Kaspia puksiir","1910 - ehitamine 10.08.1917 - laevahukk","yes",59.1089227705895,23.0044931962273,"Laine poi juures","miin",1917,NA,"Laine madal","madal","Hukkus miinil Laine poi juures 10.08.1917. a.",NA,NA,"no","Ilja Muromets, Raj. IV -   , traaler, endine Kaspia puksiir, ehit. 1910, veevaljasurve 330 t, hukkus miinil Laine poi juures 10.08.1917.a. (leitud, merekaardil, A6 lk.386, A16 lk.470, A81 joon.13, A164)"
377,"T-387","T-387","no","Venemaa",NA,"20. sajand","miinitraaler",NA,NA,"41.5","9.5",NA,"Vraki mootmed 41,50 m x 9,50 m.","1944 -ehitamine, Leningrad, Noukogude Liit 1944 - KBF teenistuses, miinitraalimine Soome ja Narva vahel 28.11.1944 - laevahukk 11.07.1996 - avastamine 2014 - allveevotted ja laeva identifitseerimine","yes",59.4476533691629,24.1108867289216,"Pakri poolsaarest N pool","torpeedo",1944,NA,"Pakri poolsaar","rannikulahedane","Uputati Saksa allveelaeva U-481 poolt ulesoidul Tallinnast Paldiskisse Pakri poolsaarest N pool 28.nov.1944.a. eris laeva. Vraki mootmed 41,5 x 9,5 meetrit, sugavus 52,5 meetrit, On olemas meeskonna nimekiri, 13 meremeest. Koik hukkusid.","1996","Vraki leidis sonariga Meremuuseumi uurimislaev Mare 11.07.1996. aastal. Esmakordselt sukeldusid (?) aastal keskelt pooleks murdunud vrakile Kaido Peremees ja Avo Juris, Tanel Urm 2014.a. Tegi allveevotteid ja identifitseeris laeva. Olemas ka kaatri joonis ning allveefotod.","no","T-387 (Nr.332), Raj. III - , Vene miinitraaler, uputati Saksa allveelaeva U-481 poolt ulesoidul Tallinnast Paldiskisse Pakri poolsaarest N pool 28.nov.1944.a. Kaatertraaler ehitati Leningradis 1944. aastal ja voeti KBF teenistusse. Tegeles miinitraalimisega Soome ja Narva lahel. Vraki koordinaadid 59*26,848<U+00B4>N; 24*06,645<U+00B4>E Vraki leidis sonariga Meremuuseumi uurimislaev Mare  11.07.1996. aastal. Esmakordselt sukeldusid (?) aastal keskelt pooleks murdunud vrakile Kaido Peremees ja Avo Juris, Tanel Urm 2014.a. Tegi allveevotteid ja identifitseeris laeva. Vraki mootmed 41,5 x 9,5 meetrit, sugavus 52,5 meetrit, On olemas meeskonna nimekiri, 13 meremeest. Koik hukkusid. Olemas ka kaatri joonis ning allveefotod. (A434, B Tanel Urm)"
6123,"Tarasp","Tarasp","no",NA,NA,"20. sajand","miinitraaler",NA,"mootorlaev",NA,NA,"14","Vaiksem miinitraaler, mootorbarkass","29.10.1917 - laevahukk","yes",58.1831184426533,22.5834262691622,"Kuressaare lahistel, Abrukast 2 miili NE pool","pustuvuse kaotus",1917,NA,"Abruka","saarelahedane","Laks umber ja uppus I maailmasoja ajal 29.10.1917. Hukkunuid 3.",NA,"Leidmata","no","Tarasp, Raj. VI -  , vaiksem miinitraaler (mootorbarkass) 14 brt, laks umber ja uppus I maailmasoja ajal 29.10.1917 Kuressaare lahistel, Abrukast 2 miili NE pool koordinaatides ligilahedaselt 58*11<U+00B4>N; 22*35<U+00B4>E Hukkunuid 3. Vrakk leidmata. (A41, A87, A182, A348)"
2468,"Krab TSts-71","Krab TSts-71","no",NA,NA,"20. sajand","miinitraaler",NA,NA,"41","7.6",NA,NA,"28.08.1941 - laevahukk, Juminda miinivali","yes",NA,NA,"Juminda miinivali",NA,1941,NA,"Juminda miinivali","miinivali","Hukkus Juminda miinivaljal 28.08.1941",NA,"Leidmata","no","Krab, TSts-71, Raj. II -   , miinitraaler, pikkus 41,00 meetrit, laius 7,60 meetrit, hukkus 28. augustil 1941.a. Juminda miinivaljal. Leidmata. (A1; A324)"
2256,"Krambol T-213","T-213 Krambol","no","Venemaa",NA,"20. sajand","miinitraaler",NA,"mootorlaev","62","7.2",NA,NA,"24.08.1941 - laevahukk, Juminda miinivali","yes",59.7796210861751,25.2773717209817,NA,"miin",1941,NA,"Juminda miinivali","miinivali","Hukkus Juminda miinivaljal 24. augustil 1941.a.",NA,"Leidmata","no","T-213 Krambol, Raj. II -  , miinitraaler, veevaljasurve 476 t, pikkus 62,00 meetrit, laius 7,20 meetrit, hukkus Juminda miinivaljal 11. augustil 1941.a. Leidmata. (A1; A324)"
6213,"Luneburg","Luneburg","no","Saksamaa",NA,"20. sajand","miinitraaler",NA,"aurulaev",NA,NA,NA,NA,"17.09.1941 - laevahukk","yes",NA,NA,"Saaremaa S rannik","miin",1941,NA,"Saaremaa","rannikulahedane","Hukkus 17.09.1941.a. Saaremaa S rannikul miinil. Asukoht teadmata.",NA,"Asukoht teadmata","no","Luneburg (M 1707), Raj. VI -   , aurik, Saksa miinitraaler, veevaljasurve 473 t, hukkus 17.09.1941.a. Saaremaa S rannikul miinil. Asukoht teadmata. (A2 lk.35, A69 lk.153, A92 lk.350)"
2503,"Patron","Patron","no","Venemaa","1936","20. sajand","miinitraaler",NA,NA,"62","7",NA,NA,"1936 - ehitamine 1938 - kasutuselevott 24.10.1941 - laevahukk","yes",NA,NA,NA,"miin",1941,NA,NA,NA,"Hukkus 24. oktoobril 1941. aastal teel Kroonlinnast Hankosse. Murdus miiniplahvatuses pooleks ja uppus kiiresti.",NA,"Voimalik KT-1 ja Ju-5.","no","Patron, Raj. II - , Vene miinitraaler  T-203, ehit.1936, rivis 1938. Veevaljasurve 494 t, Pikkus 62 m; laius 7 m; suvis 2 m. Meeskond 66. Hukkus 24. oktoobril 1941. aastal teel Kroonlinnast Hankosse. Murdus miiniplahvatuses pooleks ja uppus kiiresti. Voimalik KT-1 ja Ju-5. (A312, B Moisio)"
2279,"T-202 Bui","T-202 Bui","no",NA,NA,NA,"miinitraaler",NA,NA,"62","7.2",NA,NA,"15.08.1941 - laevahukk, Juminda miinivali 2007 - leidmine","yes",59.7121360205012,25.4039685498909,"Juminda miinivali","miinivali",1941,NA,"Juminda miinivali","miinivali","Hukkus Juminda miinivaljal 15. augustil 1941.a","2007","Leitud 2007. aastal.","no","T-202 Bui, Raj. II - , miinitraaler, veevaljasurve 476 t, pikkus 62,00 meetrit, laius 7,20 meetrit, hukkus Juminda miinivaljal 15. augustil 1941.a. Leitud 2007.a.(A1)"
2521,"T-203 Patron","T-203 Patron","no",NA,NA,"20. sajand","miinitraaler",NA,NA,"62","7.2",NA,NA,"25.10.1941 - laevahukk","yes",NA,NA,"Juminda miinivali",NA,1941,NA,"Juminda miinivali","miinivali","Hukkus Juminda miinivaljal 25. oktoobril 1941.a., teel Kroonlinnast Hankosse.",NA,"Identifitseerimata","no","T-203 Patron (arvat.KT 1; Ju 5), Raj. II - , miinitraaler, veevaljasurve 476 t, pikkus 62,00 meetrit, laius 7,20 meetrit, hukkus Juminda miinivaljal 25. oktoobril 1941.a., teel Kroonlinnast Hankosse. Identifitseerimata (A324)"
480,"T-216","T-216","no","Venemaa","1940","20. sajand","miinitraaler",NA,NA,"62","7.2",NA,NA,"1940 - ehitamine 06.07.1941 - laevahukk 2012 - avastamine","yes",59.1509666818145,22.6164517000655,"Tahkunast N pool","miin",1941,"12.5","Tahkuna","poolsaar","Hukkus Saksa miinil Tahkunast N pool 06.07.1941.a.","2012","Open Spirit miinitorjeoperatsiooni kaigus 2012.a. leiti Laanemerel, Tahkunast N pool, 12,5 meetri sugavuselt 50 m pikkune, 7,4 m laiune ja 1,7 m korgune vrakk ning selle osi. Vraki koordinaadid 59*09,052<U+00B4>N; 22*36,996<U+00B4>E ning vrakijaanuste koordinaadid 59*09,046<U+00B4>N; 22*37,060<U+00B4>E","no","T-216, Raj. IV -   , Vene miinitraaler, veevaljasurve 476 t, ehit. 1940.a., L=62,0 m  B=7,2 m. Hukkus Saksa miinil Tahkunast N pool 06.07.1941.a. Open Spirit miinitorjeoperatsiooni kaigus 2012.a. leiti Laanemerel, Tahkunast N pool, 12,5 meetri sugavuselt 50 m pikkune, 7,4 m laiune ja 1,7 m korgune vrakk ning selle osi. Vraki koordinaadid 59*09,052<U+00B4>N; 22*36,996<U+00B4>E ning vrakijaanuste koordinaadid 59*09,046<U+00B4>N; 22*37,060<U+00B4>E(A1 lk.122, Saimla 2012))"
